Comment,Sentiment
for once in a very long time it feels great to be a gooner,positive
the fans support of saliba is unreal going back to the own goal last week the whole fan base wants him to succeed he could have an amazing career,positive
arteta finally getting some credibility if partley stays healthy and jesus keeps his form arsenal can challenge city for the title,positive
the result is better than what was expected arsenal are performing better than anticipated the next actual challenge is villa not man u,positive
can we get a second season of all or nothing with arsenal i would love to see how players are reacting behind the scenes,positive
arsenal haters you didnt beat anyone and it is only 3 games into the season also arsenal haters last season you were beat by a championship team and have lost all your three games you are staring at relegation ,negative
such an awesome collection of cars for this yearâ€™s car magazine sports car giant test â€“ but which is your favourite comment belowâ€¦,positive
a collection of brilliant cars but i would go for the gt4rs you cant beat a high revving normally aspirated engine,positive
gt4rs with the mclaren a very close second for mei simply believe the porshe is way more versatile and at the same time affordable too whilst putting the same smile on my face,positive
great video guys this channel definitely deserves more subs than a lot of other car review channels its the gt4rs for me here with the 296 a close second,positive
well done car magazine but i will take porsche state of art on wheels,positive
wonderful group of cars i would have a tough time choosing between the lotus gt4rs i thought the color combo on that ferrari was in poor taste it does not look good to my eyes,negative
i feel like the 765 doesnâ€™t belong in this list at all almost unfair,negative
id love any of those with the exception of the lotus in this company it looks outclassed in every department for me the one that offers the best combination of performance desirability and of being obtainable would be the maserati,positive
765lt is on a different level to any of the others in practically every way,neutral
how gorgeous is the mc20 in comparison to the 296 i love the rear 34 of the 296 but its just ugly from the front the mc20 with a mc12 livery would be my choice i think would need the opfs removed though to get some better sound out of it or the lotus and pay off my house p p,positive
hi if you liked this video of wow sport dont forget to follow click the like button leave a comment and enable the notification â€œbellâ€ also let me know what was your favorite part of the video thanks,positive
that fumble had me dying  thats just hilarious,positive
i like how nobody rushes over to help the woman who falls over lol,neutral
Ñ…Ð¾Ñ€Ð¾ÑˆÐ¸Ð¹ ÐºÐ°Ð½Ð°Ð» Ð²ÑÐµÐ³Ð´Ð° ÐµÐ³Ð¾ ÑÐ¼Ð¾Ñ‚Ñ€ÑŽ Ð²Ð¸Ð´ÐµÐ¾ Ð²ÑÐµÐ³Ð´Ð° ÑÐ²ÐµÐ¶ÐµÐµ Ð¿Ð¾Ð´Ð±Ð¾Ñ€ÐºÐ° Ð¿Ñ€Ð¸ÐºÐ¾Ð»ÑŒÐ½Ð°Ñ Ð¸Ð½Ñ„Ð¾Ñ€Ð¼Ð°Ñ†Ð¸Ñ Ð°ÐºÑ‚ÑƒÐ°Ð»ÑŒÐ½Ð°Ñ Ð¿Ð¾ÑÑ‚Ð¾Ð¼Ñƒ ÑÐ¼Ð¾Ñ‚Ñ€ÑŽ ÐµÐ³Ð¾ Ð²ÑÐµÐ³Ð´Ð° Ð¸ Ð¶Ð´Ñƒ Ð²Ñ‹Ñ…Ð¾Ð´Ð° Ð½Ð¾Ð²Ð¾Ð³Ð¾ Ð²Ð¸Ð´ÐµÐ¾ Ð½Ð° ÐºÐ°Ð½Ð°Ð»Ðµ ÑÐ¿Ð°ÑÐ¸Ð±Ð¾,neutral
men of culture the thumbnail has met us again ,neutral
muler is more ballboi than a footballer,negative
311 daniel ricciardo how amazing,positive
well played thats funny ,positive
well thatâ€™s a costume i didnâ€™t know could be sexual ,negative
funny mistakes hahaha thanks for sharing watching from philippines,positive
impossible not to love mitrovic he plays with so much passion,positive
two teams with two classic cf players strong physical and dominant in the air great match premier league needs more strikers like mitrovic and toney,positive
mitrovic just sores up on headers itâ€™s nearly unstoppable for smaller players,positive
fulham could easily stay up along with forest,positive
fulham doing what united couldnt,neutral
first goal for brentford was a masterpiece loved it mitrovic is a killer,positive
everyone doubted fulham but theyâ€™re looking favorites to stay up,positive
ivan toneys mitro celebration probably a lil awkward now,negative
as a spurs fan congrats fulham and i hope you play another priemer league next season to survive,positive
mitrovic heads it with accuracy and pace like a shot with his foot,neutral
heâ€™s playing in goal for my team any day however many legs heâ€™s got i donâ€™t care i love this man,positive
to be clear that basketball player 217 did not intentionally bounce that basketball into the hoop he was trying to throw it at the opposing team in order for them to retain the ball by making the ball go out of bounds off i the other player,neutral
240 in volleyball only front row players can block back row players may jump but cannot touch the ball which makes jumping almost pointless the libero who is always in the back row cant even jump so the point stands only if the block was made by one of the front row players which i could not determine,neutral
that one legged goalie is teaching us more than any other video on youtube,positive
the vasy clip was a normal game for him thats the big cat go bolts,positive
that 1 lag man  absolutely legend hats off melt my heart,positive
really awesome moments great video,positive
we were doing backhans sweeps in waterpolo when i was in hs nothing spectacular other than we were strong,positive
333 as per george carlin i believe that shot is worth 25 points,positive
the cyclist was incredible made me jump out of my seat,positive
gabriel jesus has seriously fit into this squad like a glove two goals and two assist is amazing saka looked a bit quiet today but itâ€™s probably due to his fitness not being up to speed this early on zinchenko did good and marteneli fried fofona who looks like heâ€™s about ti go for 80 millif we get another signing iâ€™ll be happy this team is looking very promising,positive
love the start of this season so far arsenal need to keep their confidence up in order to take control over games and win them coyg,positive
you can still see how saliba is solid even after the miscommunication mistake what a gem,positive
the fans clapping for saliba after the own goal said it all for me the fans are behind this group great win the score line couldâ€™ve been much higher coyg,positive
gabriel jesus has been amazing for arsenal hes merged quickly into this arsenal side playing magnificently arsenal by the looks of it have a good season ahead of them,positive
the chemistry and youth of this arsenal squad is crazy top four finish this year and if they improve even further then theyll definitely compete with city and liverpool next season,positive
xhaka had a really good game criticize him when itâ€™s justified no doubt but you also have to praise him when he deserves it goal assist,positive
gabriel jesus really showing pep that they didnâ€™t need to look for anyone â€œbetterâ€ heâ€™s pure class at any club he goes to,positive
will be interesting to see how far arsenalâ€™s defense will take them this year they have plenty of offense,positive
i love how the arsenal fans applauded saliba when he scored an own knowinng that if that ball goes beyond him to vardy it is a goal best fans in the pl,positive
as a mcdonalds cheeseburger i can confirm that this is exactly how were made,neutral
this is still more real than the actual mcdonaldâ€™s burger,neutral
that looks delicious â™¡,positive
thank you so much for this ive always wanted to make one of these,positive
1010 very basic instructions tasted incredible,positive
as a mcdonalds worker i can confirm this is exactly how we make our cheeseburger,neutral
this is a great video more people should know about this wonderful recipe,positive
this is my favorite meal itâ€™s too delicious that i needed to go to the doctor to check how to remove it from my stomach because tasted very delicious that my stomach didnâ€™t work well,positive
thank you so much i can now make this anytime to eat delicious ,positive
this is better than our own recipe at mac donalds  thanks,positive
man dont you hate it when you get stuck on a deserted island end up clapping a fish woman only for the fish woman to suddenly choose to clap the only other guy on the island i know i do,negative
i get knowing is half the battle but the other half is extreme violence ,negative
the humor logic and writing of nerd explains is just top tier easily the best of the how to beat youtube posters,positive
i mean to be fair stomping on their hand when they try to make their presence known peacefully only to get shanked in the eye through a peephole a while later does indeed anger anyone not just smart fish people,negative
actually if its currently september 1914 and he left 67 days ago that would have been a week or two after arch duke franz ferdinand was assassinated and an englishman like friend wouldnt have known a fullblown world war was about to clack off since austriahungary wouldnt declare war until a few weeks until after he set sail,negative
im still amazed that the dude somehow dodged a world war by fighting a fish army,positive
the kid wasnt front line when friend went out walking he stumbled across the toads doing their normal thing foraging the kid was out learning toadette knew that friend wasnt a danger to fishkind the movie drop subtext hints that like starship troopers the monsters werent the random violent one gruner started it likely by killing somemany of them and fishnapping a female member of their tribe to use as his own personal fleshlight peace was plenty possible and friend figured it out he just wasnt very smart as shown in the rest of the video all he had to do was offer them gruner at least at that point even at the beginning of the movie were set to think hes going to be attacked when they come knocking on his door but thats the director using our bias and expectation in monster movies they were curious sure and maybe marking the territory but they werent attackoriented until after friend got antsy i wonder if the tadpole gruner killed was his own,neutral
this episode is so funny i love the script and how you delivered it giving me binge express vibes keep it up,positive
â€œcorrecting gods mistake one bullet at a timeâ€ has to be some of the funniest narrating of all time keep up the great work always looking forward to the next post,positive
needless to say this channel never dissapoints,neutral
ive learnt so much from youtube without it i wouldnt be who i am now but at the same time i know it distracts me from my goals and causes procrastination its such a double edged sword,neutral
im an english student and this guy speaks so clearly that i can understand pretty much everything thank you so much for the content,positive
this is a lecture it is really what my mind need at this point in my life thank you tedx and chris bailey,positive
me preparing for exams be like 10 of studying 90 of watching how to study videos,neutral
i have been off social media for 38 days and have came up with more life realizations and business life plans that i ever thought possible i can also read for hours upon hours on end getting so dived up in what im reading that i forget the time my mind simply has no reason to get distracted because there is nothing to distract my mind this stuff works where attention goes energy flows goodluck my friends,positive
oh my dear this ted talk changed my life for ever im dealing with my focus since years and nobody could help me to improve it this guy did thank you so much,positive
i literally canâ€™t even pray without thinking of another thought i needed this video,positive
thats a wonderful opportunity of learning and motivation especially in this trending phase of the influence of technology in our lives thankyou so much,positive
thank you so much chris bailey the lack of focus is a problematic situation and now i got the perfect ideal solution for tackling that difficulty thank you so much your words are so strong and captivating will try the tips as you said in the talk thank you tedx for always coming up with such wonderful contents,positive
key learnings 1 do your homework now yes now 2 make yourself bored for a month by getting rid of distracting things and entertainment like cellphone 3 focus on the most important things you need to do 4 minimizeavoid distractions,neutral
itâ€™s almost 4am and itâ€™s a perfect time to learn how to make every sushi,positive
he is so knowledgeable makes it look easy we need more videos from him,positive
fantastic content taka has such a warm and inviting personality and his passion really shines through oh and did i mention hes a frigging master at his craft more taka please,positive
i love how the hosts are not only masters of their craft they also look so happy in the process,positive
the respect he shows every ingredient is amazing sushi is part art and part food in my eyes every step is so precise,positive
im never going to attempt to do homemade sushi but loved watching a true master of his craft do it,positive
taka might just be my favourite chef thatâ€™s been on this channel which is impressive since i have many other favourites heâ€™s so engaging and i felt so welcome to try out what heâ€™s teaching us iâ€™d love more videos with him,positive
such elaborate techniques ive been trying to make rolls for a while with not much success theyre delicious but unsightly lol and it will be very interesting trying to recreate at least some of these,positive
ive seen a lot of content on sushi making and eating over the decades and this was by far one of the most profound and stuffed with knowledge great content even though the closed captions apparently didnt know what a sinew is and made it a sinu whatever that is,positive
perfect timing just tried making sushi for the first time last night,positive
happy sunday everyone after finishing my living room makeover to wanted to go over some common living room design mistakes i see and how to fix them i hope this gives you some tips and ideas you can apply in your living room,positive
i know i love mismatched furniture one of the ways iâ€™ve been looking to accomplish this is by using slip covers amazon has some great ones with a variety of colors and patterns and very affordable ,positive
love your videos kristen so brilliantly put together and such a lot of fantastic tips thank you very much ,positive
hi kristen in your videos youve talked about grounding your furniture by using a large rug which looks great what if i have carpet is there anything i would need to incorporate to make the furniture appear grounded in this situation ,positive
i would love some tips to decorate a small but high ceiling living room its been a struggle to find inspiration,positive
hi kristen i love your design tips my husband is insisting on getting a recliner sofa can i mix them with fabric accent chairs and do the furniture in the living room have to be of same height,positive
love the advice you give this is something i need to do in my living room nice work,positive
love your contents will definitely consider your tips in my room design journey thanks a bunch,positive
great video as always loved the tv nestled within the gallery wall good idea also i love every opportunity to look at your living room you did a fabulous job on that room one of my favorites,positive
kristen youre like the only youtuber i constantly watch i feel like i connect with you in so many ways,positive
confidence isnâ€™t â€œi know theyâ€™ll like meâ€ itâ€™s â€œiâ€™m okay if they donâ€™tâ€,neutral
hes right ive always loved studying the gestures and language of appealing characters and i come across as confident most of the times to the point where people are surprised when i tell them i have anxieties and various inner struggles like we all do its not about feeling perfect its about knowing you deserve to be where youre at and accepting that you might feel uncomfortable at times,positive
i think fake it till you make it is really important when it comes to confidence you need to practice it in order for it to start coming naturally appearing confident even when you dont feel confident i believe can prevent confrontation or becoming a victim in some circumstances,positive
anyone who has seen an infant stare at someone unselfconsciously or do almost anything that infants and pretoddlers do will understand that we are indeed born confident i think fear and inhibition are learned and later have to be unlearned if we are to regain our initial confidence now that we have an intellectual understanding of it,neutral
honestly i feel like confidence comes naturally when you care about something so much that you are no longer sensitive to how people see you and how you appear in front of others like jane goodall or colin powell im a person that has a mission thats important to me plus huge experience and knowledge that built me and im proud and what the world thinks is not my concern,positive
confidence can be very quiet finally someone said it thank you,positive
i was born confident and as a little girl i was constantly scolded for being too bold or outspoken now i own it again and found joy in life like when i was true to myself,positive
the presenter here delivers his knowledge succinctly he is the example of what he is teaching thank you for a concise no extraneous lesson it is has been immensely helpful,positive
i have adhd so usually its hard for me to focus on talks speeches and so on but when someone is really good at speaking and confident about what theyre saying i tend to pay more and even full attention i paid full attention to this video and even remember what i learned after watching only once this is my 2nd time here just to make sure i dont forget,positive
to me confidence means being happy with who you are having that inner peace with the person you are,positive
this guys body language tells me that he is uncomfortable with this interview and that he is withholding information,negative
heâ€™s definitely someone who can make you admit everything just by his personality,positive
an important caveat is that when interviewing anyone you need to establish a â€œbaselineâ€ for their individual body language maybe they are naturally more nervous or nervous because of the situation so you first ask questions you already know answers to to see how they react watch how they move when they tell the truth figure out their â€œnormalâ€ then you can ask calculated questions and see if there is deviation you are looking for clusters of indicators not isolated indicators,neutral
im glad that those signs he laid out at the beginning were myths ive put so much effort over the years into avoiding showing these signs by accident so i dont come across as untrustworthy and when i do them by accident i always felt like im somehow maliciously deceiving people or myself without knowing about it this puts my mind at ease selfsoothing if you will,positive
love that he first mentioned crossing arms and looking away i cross my arms often to relieve anxiety and i usually tend to look away when being explained something because im visually processing information they tell me,neutral
god his children mustâ€™ve had such a hard time lying to him,negative
the guy is giving a simplified summary for total beginners and people think it is an exact account if the methods they use agents have spoken with innocent and guilty people their knew how to account for simple nerves and a guilty person they know how to establish a baseline to account for individual traits and most importantly none of this can be used too convict you they cant just say yep hes the murderer he is lying and throw you in prison it is just a tool to help then when interrogating so they can have an idea if when they are being lied too or who they should focus on they still need to investigate and find actual proofv to convict you if you didnt do it they cant convict you just because you seemed like you were lying,negative
i remember i was in an argument with a friend if mine and i crossed my arms she instantly called me out on it and said if im being open and honest then why did i cross my arms thats a defensive stance later i found out that this was meant and a self sooth which i find more realistic that situation was stressful for me so crossing my arms made sense i do that when im anxious or upset,neutral
this is the most interesting thing ive seen in a long time i can feel this guys passion and attention to detail the way he described seeing pertinent nonverbals jumping out at you as if a caricature when played at double speed was incredibly perceptive im so intensely interested in this individual and his affinity to human behavior,positive
my dad was a drill sargent in the army he had the ability to read peoples behavior like thisit was unnerving to have him explain my behavior to me,negative
iâ€™m honestly starting to get the impression that being a french woman means putting 100 of your energy into being the sexiest woman in the room but then pretending you donâ€™t try at all,negative
french way go to the gym and tell no one american way wear gym gear all day and tell everyone how you have to work out today but never actually go,neutral
alexa chung pretending shes not incredibly stylish for 15 minutes,neutral
i lived 2 years in paris and i used to observe a lot in the metro their outfit i noticed that blue beige and grey were the colors most used to dress no patterns only simple color so simple and stylish at the same time it is the opposite of us italians we like be noticed by accessories or colors i prefer the french style,positive
i love what camielle said about french girls finding what suits them their body and what they like and dressing according to that not following trends but buying staple pieces that will fit your wardrobe and last a long time i really love that fast fashion has ruined our sense of style some people only buy a piece because its trendy then the trend passes and they forget about that item and throw it out and the cycle continues with the next trend,positive
â€œitâ€™s nice to have a bag that doesnâ€™t scream designerâ€ well i have a wardrobe full of clothes that donâ€™t even whisper designer yâ€™all it makes me so happy that i made you laugh ,positive
i bet a lot of french people are rolling their eyes at this,negative
i love how they are like actual friends talking over each other interrupting each other not listening the little laughs i love it,positive
shes so on point with french styles they dont follow trends but stay to the classics with some accents of edginess or accents of new trends but the root is classic and simple,positive
this girl really has an aussie feel to me funny that sheâ€™s britishfrench which you can see in ways but so much of her reminds me of my australian friends,positive
1 stop being selfish â€” audience first it is not about you but about your audience cut length people wont pay attention for a long time 2 grab me â€” what is the one thing you want me to remember no matter what you communicate make sure you bring across your most important point 3 keep it simple one sentenceparagraph is better than two use simple sentence structure use simple words 4 be human write like a human dont try to be a harvard professor bring your point across like you are talking to someone at the bar 5 just stop â€” use as few words and sentences as possible there you go this would not have needed 15 minutes,neutral
always good to hear your thoughtful and logical analysis i dont care about bullish or bearish market trade a small percentage of your portfolio rather than going in and out every couple weeks trying to time the market trading went smooth for me as i was able to raise over 84 btc when i started at 3 btc in just few weeks implementing richard and tips,positive
this was a fantastic talk its a topic we are all somewhat aware of but we need to dive deeper like this individual thank you sir,positive
very well put i love how ted talks are short but convey meaningful messages,positive
030 true in college i wrote a 25 page term paper and in error turned in the draft with a bunch of typos grammer errors run on sentences spelling errors etc the first couple paragraphs were fine so when it got retuned it was graded a with a good work handwritten by the professor obviously and luckily for me he didnt bother reading past the first sentence,positive
this was great i am a freelance content writer and ive been implementing these strategies from the beginning because its very true great talk,positive
nicholas carr described this scanning vs deep reading phenomenon in great detail in his 2010 book the shallows what the internet is doing to our brains and is worth a read for anyone with further interest and he provides provocative evidence it changes the mechanism our brain uses to process and store information,positive
i always tell my wife its not about how you feel its about how the other person understands what you gonna say and for god sake keep it short but clear,neutral
that hit home im so guilty of spending hours writinganswering emails etc with what i would think makes me sound strong intelligent and a force to be respected and would read them back to myself countless times to see how good l lookedl loved this talk and will totally change now kiss keep it simple stupid,positive
being succinct is great now how long will it take for you to learn that people dont appreciate being mislead or flat out lied to do another ted talk when you figure that part out side note youve known this information for a long time this is why the most important information is buried at the bottom the media uses it to their advantage which is why in most cases the first half tends to be pointless and boring or aimed at narrative people stop paying attention so never get to the actual information,negative
i dont have time it is not a priority time is elastic time is a choice totally agreed thank you so much for the talk,positive
this is hands down one of best talks i have heard thanks for such a wonderful lesson,positive
well i have finished watching it and i found it really useful here are some lessons i learnt i dont have time it is not a priority time is a choice it is elastic we have enough time almost all of us make the experiences enjoyable such as you can read or listen to a book while commuting get rid of things that take away most of your time on a daily basis focus on what matters and you will build the live you want,positive
make yourself a threecategory priority list for the coming week career relationships self and there should be 23 items in each category small moments can have great power you can use your bits of time for bits of joy even if we are busy we have time for what matters quoting her,positive
we are so obsessed with time just like someone already said in the comments but on the other hand we will always find time for the things that truly matter to us and thats what laura vanderkam says in her talk i used to rush myself on the bike to school and i love cycling but i wanted to be there as fast as possible so that id have more time to study yet every time i would rush through id be stopped at the red lights and the slower cyclers would catch up with me making me feel frustrated with the time i was wasting waiting at the red lights all i was left with was more sweat frustration and muscle pain so i decided this was not going to do it now i cycle every morning to school at a slow pace enjoying the nature the rain the sunshine the wind the smells of life everything listening to the city or the birds i even have time to stop if i see a cat and try to give it some snacks i arrive at school feeling relaxed and ready for the day its my favorite thing to do now making a priority list will make your life better especially the relationships and self categories taking time to just be present in the moment and live ignore the smartphone and technology as long as possible and talk to your loved ones instead or instead of procrastinating by scrolling through facebook watch a ted talk you wont feel like youve wasted your time after that thanks for the inspiring talk im getting back to work now time to review my priority list,neutral
we dont build the lives we want by saving time we build the lives we want and time saves itself ,positive
ive had varying work schedules and it was incredibly hard to adjust to night shifts at first mainly because it was hard to find time to hang out with friends and family this video has taught me that priorities can change they might take some getting used to but it showed me that a night job doesnt have to mean no social life,neutral
every minute i spend is my choice how great is this sentence,positive
i like her approach and its partly right but i do believe that the things that we want to do during the week could be postponed for other reasons too and not only because we dont count them as priorities for example its not the same having free time in the morning and having free time at 2300 the opportunities for doing certain things are less kids are in bed shops are closed etc also when you want to meet other people you need to find some hours in which you are both free and its not super easy to happen,neutral
i love this womans attitude shes funny captivating and interesting too for me step 1 of controlling my time would be to stop watching youtube though,positive
i know at least 5 ways to deal with them 1 never take their words personally always have this suspicion in mind that they do not wish good for you so you shouldnt trust their opinion of you 2 dont compete with them it is futile and drains your energy 3 if they attack you stay calm indifferent and if possible give them a sneaky compliment the odds are they are used to people attacking them back and it takes them off guard when you see the positive things in them rather than the negative 4 dont become them if they are negative be positive if they lie tell the truth if they speak behind your back speak to their face always lead with example because they might not simply have the skills to do that 5 do not trust them dont tell them personal details about your life or things they could use against you keep your distance and value your boundaries protect yourself,negative
you will continue to suffer if you have an emotional reaction to everything that is said to you true power is sitting back and observing things with logic true power is restraint if words control you that means everyone else can control you breathe and allow things to pass,neutral
repeat after me its safe to set boundaries with difficult people no matter what they say or feel i am safe,positive
this only works if all people involved are reasonable if one or more parties cant be reasoned with then the problem continues you can communicate until youre blue in the face but if the other person isnt willing to communicate appropriately then youve hit a brick wall,negative
their bad behavior shouldnt be the cause of your heartattack brilliant,negative
long story short keep the convo brief simple cool calm and level headed only give one word answers than a full sentence donâ€™t give them the benefit of the doubt be the bigger person and do yourself a favour and save yourself from that heartache trust me when i say this it works every time giving them a reason to whine and complain and talk about said drama only repeats itself if you give them the time and energy to do it when they get less of that well the difficulty becomes easier to manage ,neutral
cannot communicate with sociopaths on any reasonable level people who cannot empathize will never see things from your point of view someone who is a sociopathic master manipulator can only be dealt with by affecting what matters most to them money unfortunately office sociopaths who gaslight daily rarely get reprimanded they have everyone else in the office convinced they are wonderful and that you are the problem best solution is to remove yourself from that environment,negative
i swear i need this to deal with my whole family ,neutral
this puts a whole new perspective on the way i think about others actions and my reactions i cant change people but i can change the way i think and feel and also asking questions is another good point very well said,positive
heart attack beautifully explained and to the point itâ€™s after all your life which matters and someoneâ€™s behaviour should not make you suffer,neutral
whether youâ€™re just launching your adult life or finally giving yourself permission to question assumptions about adulthood learn practical strategies to build a future that fits you from julie lythcotthaims enroll in her ted course â€œhow to become be your best adult selfâ€ today,positive
how to raise a successful kid without over parenting make sure they understand that life isnt about high grades and a big bank account make sure they understand to grow up kind and compassionate happy and making others happy,positive
my mother used my â€œsuccessesâ€ as her gauge to show approval and basic humanity it was never enough for her to show love only maybe enough to prevent the threats of leaving or avoid hearing that i was a complete failure take it from me donâ€™t push your children towards your goals it only teaches them that they arenâ€™t good enough to make it on their own i was â€œsuccessfulâ€ in school and was the first in my family to get a degree but i was also the most miserable sad child of all 10 of us kids is that success i know it isnâ€™t,negative
we are imperfect people trying to raise perfect children go figure,negative
lol iâ€™m 14 and iâ€™m already trying to figure out how to raise my future kids correctlyi just see a lot of my friends suffering because of their parents and iâ€™m like â€œnope not gonna be meâ€ i plan on collecting knowledge throughout my teenage years so when the time comes iâ€™ll hopefully be a good mom,neutral
im crying so hard my heart aches because i feel the pressures of the children from narcissistic parents who control their children too much and destroy their self confidence this speech is a breakthrough thank you i love this,positive
my parents used to be like that then when i got into the perfecte degree in the perfect college i had a breakdown that left me bedridden for a whole year they realized what had happened and now they are being absolutely amazing understanding and encouragingbutnotoverbearing parents to my little brother and to me as well i love them so much and i respect and admire them so much for havig the courage of admitting their own shortcomings and to truly rethink their parenting style to become better for their kids ,positive
l honestly think that we adults are victims of bad parenting whats worse is that we are repeating history on our offspring,negative
the best parenting talk ive heard about parenting and the vital importance of having kids to do chores,positive
my father who passed away in august 28th 2021 taught me to do chores at home laundry dishwashing cooking house cleaning taking care of my younger brothers now my wife is so happy she married me because i do our own chores without complaining thanks pops miss you,positive
have a damn good day,positive
pro tip dont enter a death game called die now,negative
you know the main character is smart when there arent that many comments on what he couldve done differently for each challenge after the first one the concept of this series seems interesting i hope theres more someone give this boyfriend an award for loyalty anyone who is willing to play a multidimensional physicsbreaking deadly game for their partner is beyond marriage material,positive
yes i love these death game videos i hadnt even heard of some of these shows or movies until i found your channel thanks for introducing them to a wider audience,positive
well if he ever was in a relationshipâ€¦ at least heâ€™s honest heâ€™s not climbing into any portal to save you ,neutral
death game master there is 9999 chance that you will die cinema summary i like those odds,neutral
wouldnâ€™t it be epic if cinema summary made his own death game ,neutral
i would like to argue that declaring you quit the death game and that the girlfriend can save herself is perhaps the worst way to test the game master in that situation yes figuring out a way to determine why the game master is helping you is a good idea but if the only reason theyre helping you is because theyre impressed with your selflessnesswillingness to risk your life to save hersthey have a connection to the girlfriend then say goodbye to your main advantage in this game im not sure if there is a good way to definitively figure out their motivations in one declarationaction but you could run some tests over time to see which actions get rewarded and make more declarations as to your own motivations to see if that has any effect but make them less obvious and less likely to cause the game master to completely abandon you,neutral
person does literally anything cinema summary â€œthat was their biggest mistakeâ€,negative
cinema summary is no disappointment and always has something for everyonethanks for the amazing content,positive
please make another tutorial for how to set ice on fire,neutral
i love how his videos are so calm and nice for the first minute and then he realizes he didnt do it right and it turns into destruction,negative
the amount of effort this guy puts in his videos is insane,negative
thank you i was having a hard time fixing my laptop but now it works way better than before this helped out a lot,positive
iâ€™m so glad i watched this tutorial it actually helped,positive
imagine if someone in a laptop store played this video for a demonstration,neutral
worked so well thanks or the tutorial,positive
im using the same laptop that had this issue and it wants to thank you for saving its life this was also really helpful for alot of my computors too,positive
hey some time ago i got my new asus laptop with amd radeon but today i spilled water on it so i searched up how to fix a water damaged laptop and your video had 50m views so i clicked on it and it worked perfectly i fixed my laptop in 5 minutes without any problems after doing every steps i pressed on the power button and it started up without any problems thank you master for saving my life without you i would be dead oh and my dad finally came back with the milk,positive
this worked so well thanks so much for these tips i followed every single step very very very carefully thanks so much,positive
this video is so uplifting it has my full support,positive
i like how serious you are when teaching us,positive
this is fantastic after dropping my assistant hundreds of times shell be relieved that there is a way to actually do this without getting hurt and those high velocity fans were always so expensive and unpredictable always had to make sure the polarity was right went through several assistants no more thank you,positive
everybody ganster till he goes into creative mode,neutral
my respect to magicians even more bcs even if i know the way the tricks are done when they do it so smoothly and beautiful its pleasure to watch them,positive
successful people dont become that way overnight what most people see at a glancewealth a great career purposeis the result of hard work and hustle over time i pray that anyone who reads this will be successful in life,positive
thanks a lot for sharing all these tricks with us for free you are really great,positive
all the dislikes were magicians that are mad that u revealed there big secret lol,negative
wow that is fantastic thank you for sharing and disclosing this valuable secret i always thought that levitation was a real skill that some possess,positive
these tricks are really great even in this day and ag with youtube and magic being exposed it still amazes a huge amount of the population even the hoop trick i knew how that was done but it still looked convincing seeing it again,positive
i watched this a year ago it completely changed my life got rid of 15 years of depression loneliness lost 15 kilos of weight got 1200 metres more to my cooper test turned my company from the gates of bankrupcy into profit estiblished 3 more companies not been sick once after this basically addicted myself to the positive,positive
knowledge is power but knowledge about yourself is self empowerment ,positive
when i did cord cutting meditate in my sleep every night every morning when i wake up before or after lunch and as needed i was able to let go of obsessing over thoughts anxiety and memories with strong emotions attached so true what heâ€™s saying canâ€™t wait to see how far this goes iâ€™m just getting started this is healing this is what healthy living is,positive
i highly suggest listening to this multiple times each time i listen to this it hits different my understanding expands hope this helps someoneâ€¦,positive
the more you know about yourself the stronger a position youll be in to make your life what you want it to be,positive
to everybody reading this may you achieve whatever you want,positive
yes i totally agree even i have the potential to do so many things that can change my life to better but i keep finding excuses for not doing it ,neutral
i suffered from massive hairfall for 2 years nothing worked but now m becoming positive and changing my thoughts and m so happy my hairfall is significantly reduced and m experiencing massive hair growth,positive
i watch and listen to this message at the moment of writing i hope this powerful message can change me to live in new world not thinking and living in the past,positive
dr joe is absolutely brilliant life changing ive been doing the meditations for 3 months now every day and can really feel a difference i was very stressed and suffered from anxiety and this is just beyond amazing thank you joe thank you thank you thank you need more people like you on the planet,positive
have a damn good day,positive
the thief is so smart in this game it was almost like cinema summary was guiding him throughout this entire death game,positive
i love how in the triangle room game instead of just ignoring the dumbest person in the room they used his imagination and creativity to figure out the solution,positive
for the platform game just have each person make a prolonged sound while slowly going and laying down on the platform that way you can easily tell if thereâ€™s a wall between you and them by whether the sound changes,neutral
2152 im pretty sure that wouldnt be enough to destroy his plan if lets say one of the three people with the wall managed to answer the question correctly thats still 2 options eliminated and with how fast shirube came up with his first plan he had more than enough time to devise a second test to figure which of the remaining two directions was the correct one,neutral
for the platform game i think the second go was almost perfect if he found a way to obscure his hands and ask a loaded question then it wouldâ€™ve been foolproof like if he kept a coin and hid it somewhere on his person then asked everyone which hand held the coin thatâ€™s not a perfect solution but thatâ€™s the kind of question iâ€™m thinking of one where if you choose an obvious answer you know theyâ€™re lying and the only one telling the truth would give you a third answer,neutral
in the platform game what if the guy asked the other people to go to the corner of the edge of the platform and reach their hand out so he can grab it since theres only a small opening in the center they wouldnt be able to do it and the distance seems to be close enough for this to work,neutral
this guyâ€™s definetly a genius,positive
for the spinning platform i have an easier solution once you see which way is safe to jump and they put the mask on put your hand on one of the corners of the platform while facing the safe area now when the platform rotates count how many turns it has made by feeling with your free hand the position of your hand on the corner being able to count how many rotations made gives you the idea of where you are and where to jump,neutral
as for the spinning jump game the voices from the people behind the wall will have less compare to the voice without the wall with that alone it will be very easy to figure out,neutral
